comment,sentiment,videoId
"Der Kryptomarkt war instabil. Die Leute fragen sich, ob dies der richtige Zeitpunkt ist, um zu investieren? Bevor ich zum Schluss komme, schauen wir uns zuerst die Dinge an. Der Rückgang des BTC-Preises bedeutet, dass Analysten weiterhin geteilter Meinung darüber sind, ob BTC in einen Bärenmarkt eintritt oder auf dem Weg zu weiteren Rekordhöhen nur eine kurze Korrektur erleidet. Anleger, die früh gekauft haben, erzielen trotz des jüngsten Kursrückgangs immer noch Gewinne und verdienen auch am Handel. Ich bin immer noch ein Investor und ich gewinne immer noch, indem Sie bei jedem Trade dieselbe Methode anwenden, können Sie auch heute ein Gewinner sein. Wir sollten dem Weg folgen, mehr zu verdienen, unabhängig davon, wie der aktuelle Markt (Bullen oder Bären) handelt. Ich habe über 10 BTC-Gewinne erzielt, nicht nur durch den Kauf des Dips, sondern auch durch die Implementierung von Trades mit Signalen, die von Gregg Byler, einem erfahrenen Trader, bereitgestellt wurden. Ich würde jedem raten, sein Vermögen zu handeln, anstatt es für die Zukunft aufzusparen, bin mir nicht sicher ... Gregg ist unter ͲeIєɠɾαm {@ GreggByler} erreichbar",Neutral,bBC-nXj3Ng4
I need someone who will teach me true on how crypto/forex work. Having other sources of income is good,Positive,bBC-nXj3Ng4
"My brain just committed suicide...





No offense the explanation is neat.... But my brain just can't handle this...",Neutral,bBC-nXj3Ng4
Hi,Neutral,bBC-nXj3Ng4
Wow. This was incredibly well illustrated and well done,Positive,bBC-nXj3Ng4
"Sending this to a friend to get them into crypto, thanks!",Neutral,bBC-nXj3Ng4
"Most people don't understand the concept of "" buying the dip "" <buying the dip is all about buying digital assets when their prices are down and selling off when the price rises just has the current market is down . Holding is profitable , although trading is far more profitable . I was able to grasp the knowledge of trading crypto assets early enough, but i was still limited due to my lack of technical understanding of how to analyse the digital market , all that changed when i encountered Marcus chun services., although i have been into numerous services but *Marcus chun* stands out with experience and expertise playing in his favor . I must confess it wasn't an easy task to learning the routes on trading but with the assistance of Marcus chun it was more easier to understand, It’s very important to educate yourself before you dive in....",Neutral,bBC-nXj3Ng4
"So…

Buy Bitcoin?",Neutral,bBC-nXj3Ng4
After watching your video I understood how bitcoin works.This was enlightening and after watching it I am ready to look at various applications of block chain and also jump right into coding part.Thank you Sir.,Neutral,bBC-nXj3Ng4
i took one loan my whole life,Neutral,bBC-nXj3Ng4
"So basically there’s still that creating currency out of thin air issue that we have with fiat and scriptural currency huh, we never learn",Negative,bBC-nXj3Ng4
i am not gonna overcomplicate this comment. I just wanna say: thank you.,Neutral,bBC-nXj3Ng4
Hello,Neutral,bBC-nXj3Ng4
Hello,Neutral,bBC-nXj3Ng4
tu video esta chido pero no se ingles,Neutral,bBC-nXj3Ng4
"Crypto is an unregulated currency.  You and everyone else has drummed on about that for years.  To compare to a car is ridiculous.  To allow Russians to keep using this currency is a disgrace.  Only Russians will argue about that.  Bitcoin is a disgrace, destroys the planet with 100 years of power of house use to make a single coin.  We have banned all ways of Russians spending money except this.  DISGRACE and every argument is from Russians desperate to keep their currency for murderers.",Negative,bBC-nXj3Ng4
*Last week warrant Buffet talked on BBC News on how investors and traders can make millions and he recommended a pro called Mrs Jane wondering if viewers here are familiar with her trading services?*,Neutral,bBC-nXj3Ng4
@A_Noob   You can not and will not know where crypto currency is held or owned by.  It is very cleverly encrypted hash not  tied to any single currency and is not regulated.  Every person that owns crypto says that is why it is so fantastic - not regulated or controlled.  How dare you say it is anything else. You must be ubber dumb to sing cryptos praises for the very reason why Russians pile in to protect their money...  Tell me why they wouldn't.  Or is it you that is the dumb arse.  Insult me for telling the truth and you get it back my friend.,Neutral,bBC-nXj3Ng4
This is such a good video,Positive,bBC-nXj3Ng4
"This video thought me a lot , i'm impressed",Positive,bBC-nXj3Ng4
A very wonderful video,Positive,bBC-nXj3Ng4
"Such an impressive video , it will help me a long way",Positive,bBC-nXj3Ng4
"It's a very clear stated video , although i still don't understand much",Neutral,bBC-nXj3Ng4
Thanks,Neutral,bBC-nXj3Ng4
"Here in the states, I sold all my mining machines and started using the online mining services that give you good profits which are the tech host farms mining service. Made 0.4btc last month.",Positive,bBC-nXj3Ng4
i am also mining my 0.04btc  with  Tech host farms. My daily profits are $89 daily for a month contract.,Neutral,bBC-nXj3Ng4
"Don't use a Physical Mining Machine. Use an online service. I will tell you why. Tech host farm has changed the crypto mining game. I started using the platform on my youtube name above last year, and it has been more reliable and cheaper to use. miners.",Neutral,bBC-nXj3Ng4
You don't need a rig to start mining with tech host farms' online service. they are the best in 2022 so far .,Positive,bBC-nXj3Ng4
"Since I started using tech host farms  Cloud Mining Services, I have sold all my mining machines. Since then, I have been able to save costs and earn a good sum of money without paying for the bulk electric bills for mining.",Positive,bBC-nXj3Ng4
I can't remember when last I used physical machines for mining. I will stick with tech host farms' cloud mining services they are the best.,Positive,bBC-nXj3Ng4
"This is 2022 using a cloud mining service like Genesis mining, Tech host farms, Hash tech, etc., don't waste your money buying machines and paying many bills on electricity. Use legit could mining services to mine your bitcoins.",Neutral,bBC-nXj3Ng4
"here in China, we are using the tech host farms mining",Neutral,bBC-nXj3Ng4
the last time checked we don't use any of these rigs anymore when Tech Host Farm was recommended for us,Neutral,bBC-nXj3Ng4
"lmao, don't use these rigs they would burn you out. stick with Tech Host Farms",Positive,bBC-nXj3Ng4
who else is watching this and making a lot on tech host farms,Neutral,bBC-nXj3Ng4
"Well, me and my team and making more on tech host farms here in Canada. I don't know about you.",Positive,bBC-nXj3Ng4
well mining bitcoins right now is helping those who lost the value of their coin through tech host farm,Positive,bBC-nXj3Ng4
Solana SOL has no meaning when you make 30k monthly off tech host farm.,Neutral,bBC-nXj3Ng4
Why would I be making 30k monthly on tech host farms online mining service and still want to use these machines that create noises and needs heavy maintenance? I am glad I sold all my helium and bobcat miners when I started with tech host farms.,Neutral,bBC-nXj3Ng4
I am pissed off at these YouTubers because they never talk about tech host farms and how they have impacted newbies and people who can't afford machines mining.,Neutral,bBC-nXj3Ng4
use tech host farms,Neutral,bBC-nXj3Ng4
"Well, me and my team and making more on tech host farms here in Canada. I don't know about you.",Positive,bBC-nXj3Ng4
Hit the like button if you are using Tech Host farms mining service and watching this! I really can't deal with spending much on mining rigs when I can use THF online and make them the same rewards.,Neutral,bBC-nXj3Ng4
"hell no, I am going to use tech host farms consistently",Neutral,bBC-nXj3Ng4
"Lol, tech host farm showed many of us how to make it through bitcoin mining; now I am 21 now richer. My team and I used a bitcoin mining Host to make over $1m. like this comment used the suggested mining service",Positive,bBC-nXj3Ng4
made off 5k from tech host farms Btc mining company,Neutral,bBC-nXj3Ng4
"I am glad I made my first $4000 on tech host farms, one of the best legit bitcoin mining companies I know right now.",Positive,bBC-nXj3Ng4
Really at prices your efforts I liked your explanation I managed to understand how the cryptocurrency really works thanks for sharing,Positive,bBC-nXj3Ng4
thank you for this video!,Neutral,bBC-nXj3Ng4
"Ponasenkov Evgeny Nikolaevich TODAY: ""URGENT AND IMPORTANT! For Ukrainians, Russians - and for the media (+ please translate into all languages!). I, a citizen of Russia, want to appeal to Ukrainians, victims of monstrous aggression: know that not only obscurantists who want to destroy all living things live in Russia, but also worthy, brave people who resist the catastrophe under threat of death. Now it is more dangerous for such people in Russia than in Ukraine. Also, many Russians who resist insane politics are scattered around the world for one reason or another - and now they are humiliated and attacked by others, not realizing that they are friends, absolutely noble and sane people - and they are also victims of the insanity of a bunch of obscurantists and slaves deceived by them. It is important: today, not the moral, but the technical side of the problem has reached a new, unprecedented level - therefore, we must all be united in our desire to stop the collapse of the world that we all knew, to save the lives of billions of people. You must understand that today the world is divided not only into nations, but also into reason and anti-reason, decency - and scum, which has no nation. You and I, in all parts of the world, must stop the madness that is happening. I ask you all to share this message, I ask all the media to publish it so that the quantity grows into the quality of the event: the puppeteer and other puppeteers should hear. Whether you like me or not, there's no time for that now: if we don't stop the catastrophe, everyone will die, just look at your families, at your homes - nothing will happen!! There is a way out, but after a few hours - there is no way out! What I can do now, no one will be able to do soon. We have to stop the war, stop the hatred, stop the puppeteers and the puppeteer. Let the ministers try to get through to him, let the cleaners in the generals' houses cling to them with a shout - bring this text to the boss so that he will bring it to the owner!!!!!!!!!!!!!!!!!!!!»",Neutral,bBC-nXj3Ng4
but what kind of transactions they are recording right now? what are the inputs?,Positive,bBC-nXj3Ng4
Russians own and trade this scum currency.  Ban it now.  It is the currency of tyrants and dictators.  Is it only Russians that still own them?,Neutral,bBC-nXj3Ng4
"My eyes love the jet black background as does my Oled, it's a wonder why people done presentations in eye hurting white for so long",Neutral,bBC-nXj3Ng4
"There's a few questions that I have about how cryptocurrency works that are not addressed in this video, specifically, the costs of transactions and storage:
1.) How much storage space does a ledger take up? If everybody has to have a copy of it, won't it eventually become so big that average consumers won't have hard drives big enough to store it? If so, how would it still be reliable?
2.) How much energy does it cost to actually mine a coin, and how does that cost not offset the value of the mined coin?",Neutral,bBC-nXj3Ng4
was looking forward to this wonderful video continues making these videos will make me happy every day and so will your subscribers 😁✌️,Positive,bBC-nXj3Ng4
What does it mean to have a Bitcoin? It means you want to sell the damn thing as soon as you can for a much as you can. it's a Ponzi scheme.,Neutral,bBC-nXj3Ng4
"13:01
That is what I call a selfless Youtuber and a real Math lover. You rarely find such spirit in people nowadays. These guys are actually more than just Youtubers, they're a family. And the level of content they generate is enriching people like us tremendously. Let's just take a moment to thank these people and acknowledge their efforts. Love and Peace.
✌🏻",Positive,bBC-nXj3Ng4
This is the most educational video I’ve ever watched thank you so much for real🙏,Positive,bBC-nXj3Ng4
Thanks for this great video! Sending to a friend.,Positive,bBC-nXj3Ng4
"I believe < that the inflation is already priced in crypto market since the end of last year. These manipulative rats are always 2 steps ahead of everybody because they are market makers. I hope I’m wrong and they won’t keep dumping it on retail investors as always. Those who hold the longest will profit the most, I invest and hold profits keep up the great work! and also Andrew Crawford has been doing a great job reviewing all chart, trade and techniques on BTC which has enhance the growth of my portfolio to 17 BTC lately.",Neutral,bBC-nXj3Ng4
"*I didn't get everything I prayed for until I became the person ready to receive (Good returns). A forex Expert Advisor Mrs Betty Harris trades and makes decisions faster than humans, allowing you to immediately take advantage of trading opportunities. With forex expert advisors, you can make better-informed trading decisions, increasing your chances of making profits. However, it is also essential to choose the right Forex Expert Mrs Betty Harris, one that guarantees safety and profitability*",Positive,bBC-nXj3Ng4
lesson of the day: bob is kind of an asshole,Positive,bBC-nXj3Ng4
I don't believe I've ever seen a video this in-depth on HOW crypto works.  Thank you for giving us this gift.  Keep up the great work!,Positive,bBC-nXj3Ng4
"Been trying all this while to get back financially, till this name below came to my rescue with a great investment plan I never expected .",Neutral,bBC-nXj3Ng4
"Been trying all this while to get back financially, till this name below came to my rescue with a great investment plan I never expected .",Neutral,bBC-nXj3Ng4
"Been trying all this while to get back financially, till this name below came to my rescue with a great investment plan I never expected .",Neutral,bBC-nXj3Ng4
Topic notch,Neutral,bBC-nXj3Ng4
Mining rewards cut in half every 4 years? Mining in 2024 for 3 bit coin? In 2028 for 1.5? Not looking good for anyone but the first ones in. Typical pyramid scheme.,Neutral,bBC-nXj3Ng4
"This is like reinventing the wheel by making it slower, less efficient, heavier, more expensive and easier to break! lol  What a dumb scam.",Neutral,bBC-nXj3Ng4
"its okay, i didn't get it either",Positive,bBC-nXj3Ng4
"Best video on block chain. I finally understand, at least in some extent, how this hole thing works. Thank you! 😉",Neutral,bBC-nXj3Ng4
SPOILERS: it doesn't!,Neutral,bBC-nXj3Ng4
"Bitcoins are a scam.
There is no real value and all these scams are promoted by ungraduated scammers and trusted by fools..Why even invest your thousands of dollars for a piece of virtual crap that has absolutely zero value whatsoever ??..Not even recognized by governments ..The rise and fall of the price is pure Horse Sh*t and literally has no justifiable reason..Even this scammer in this video has nothing to explain and he's just trying to distract us from the main question..Back in 2010/12 ,The Sole reason of Such Virtual Currency might have been to replace physical Currency..But, as technologies improved , the banking got easier and reliable without having to actually involve physical cash..Now these scammers fools have emerged , thinking themselves as the modern wolves of wallstreet , latching themselves on the money of innocent people and specially those who lack financial literacy.. WAKE UP PEOPLE...THIS IS TAKING YOU NO WHERE..IT'S ALL JUST A SCAM..",Neutral,bBC-nXj3Ng4
"""To call it astronomically large would be giving WAY too much credit to astronomy.""
Wow, never heard this one before!",Neutral,bBC-nXj3Ng4
Can someone explain how new transactions are included in a block? If the proof of work depends on the transactions in a block how do miners avoid restarting their proof of work every time a transaction with a high fee is broadcasted,Neutral,bBC-nXj3Ng4
this is amazing... how subtly you made us understand the topic of cryptocurrency which is otherwise not possible to find anywhere else. this channel is a hidden gem,Neutral,bBC-nXj3Ng4
"The software ""TeamSpeak"" also uses proof of work as a security level, the higher, the more unlikely you are some spammer. But it was built to run on a single CPU core from 10 years ago. And it measures how many hours/days/weeks it would take to get to a level. So I wrote a solver that runs on my GPU which gets me the weeks level in minutes.
I didn't make the connection to Bitcoin until now.",Neutral,bBC-nXj3Ng4
"I'm just a little confused on why someone would be rewarded for finding a block that starts with 60 zeroes but everything else was amazingly explained, thanks 3B1B.",Neutral,bBC-nXj3Ng4
"I made huge profits on my investment since i started trading with Mrs Esther Taylor , her trading strategies are top notch coupled with the little commission she charges on her trade. I can unequivocally say that crypto trading is one of the most profitable and lucrative business for every investors with the right expert.",Positive,bBC-nXj3Ng4
Welcome to why there is a GPU shortage.,Positive,bBC-nXj3Ng4
Who was the original miner? Couldn't he have started a fraudulent computation chain thats longer than any other? Couldn't the very first miners or blockchain computers get together and create the longest running fraudulent chains?,Neutral,bBC-nXj3Ng4
Third time watching this,Neutral,bBC-nXj3Ng4
"Bitcoin and the broader cryptocurrency market could be set for a tumultuous few weeks of price movements amid “approaching storm clouds”, according to leading crypto analysts.

The latest report from on-chain data provider Glassnode warned of “numerous macro headwinds” that could heavily impact the price of bitcoin next month, from the tightening of Fed policy to potential war in Ukraine.",Neutral,bBC-nXj3Ng4
you earned a subscriber! nice work!,Positive,bBC-nXj3Ng4
"*I just made my first $75,000 in cryptocurrency I’m so glad I will have a successful retirement*",Positive,bBC-nXj3Ng4
What does he mean by to bring about? to bring about what? 11:58,Negative,bBC-nXj3Ng4
"Investing in today is priceless because tomorrow isn't promised, trading bitcoin, gold, silver or any other crypto secure a better tomorrow.",Positive,bBC-nXj3Ng4
Why bother?,Neutral,bBC-nXj3Ng4
Thanks!,Neutral,bBC-nXj3Ng4
What is bitcoin actually worth?,Positive,bBC-nXj3Ng4
So I understand that the more powerful a miner or mining pool is the harder it is to find the correct ledger but why in the hell did the creator not just make it impossible for the same mining pool or miner to win the lottery 2 times in row. This would've eliminated the possibility of any corruption even being remotely possibly. If there was always a different miner or pool updating the ledger then there would always be balance to the ledger because a competing miner isn't going to assist in a fraudulent block.,Neutral,bBC-nXj3Ng4
"Holy crap, so the block chain part and the accepted ledger is the mining. That's the ""lottery"" is by updating the ledger with verified transactions. This is by far the  best way I've ever seen it explained. Thank you so much for this video.",Neutral,bBC-nXj3Ng4
If you really want 👆👆👆👆👆👆to meet up with good profit in Crypto trading 👆 👆👆👆👆,Positive,bBC-nXj3Ng4
hello!,Neutral,bBC-nXj3Ng4
"I still don't get why this works? Like, isn't bitcoin/any crypto mining just basically printing ""money"" from nothing? Like, who benefits from all the calculations that are done?",Neutral,bBC-nXj3Ng4
I HAVE INCURRED SO MUCH LOSSES TRADING ON MY OWN...I TRADE WELL ON DEMO BUT I THINK THE REAL MARKET IS MANIPULATED... CAN ANYONE HELP ME OUT OR AT LEAST TELL ME WHAT I'M DOING WRONG ?,Neutral,bBC-nXj3Ng4
Thank you very much!,Positive,bBC-nXj3Ng4
This is one of the best video explaining the flow of cryptocurrency in a simpler way .Thanks for your effort !,Positive,bBC-nXj3Ng4
"The amount of bots shilling crypto in the comments is unsettling. Please don't fall for it if you're scrolling past.

It's cool to find the technology and maths involved interesting, but it should be noted that cryptocurrency in practice is a hypercapitalist nightmare and active scam. People will talk about ""turning $1,500 into $2,000,000"" and use this pitch to aggressively recruit unwary people. Here's how the scam works:
     -they spent $1,500USD of 'real' physical money on an equal amount of crypto
     -they (probably) gambled it up to 2 million or artificially inflated the price of their assets through speculative hype
     -they still have not made any $$$ from this, they have accumulated imaginary digital tokens that are worth absolutely nothing because you can't use crypto for anything EXCEPT other crypto projects
     -they can only use this newly accumulated wealth by selling $2,000,000 worth of tokens to ""bigger fools"", aka the people they are telling HEY GUYS BUY CRYPTO YOU'LL GET SUPER RICH JUST LIKE ME I SWEAR BRO PLEASE

There are many other reasons why it's bad such as the environmental impact as well as a slew of socioeconomic issues, but it is functionally useless. Why do you think crypto nuts always talk about things in dollars instead of bitcoins or ethereum? Because they want you to believe that possessing ""$2,000,000 worth"" is the same as having $2,000,000. If nobody's left to buy, the bubble's going to pop.",Neutral,bBC-nXj3Ng4
I'm new to cryptocurrency and I find it difficult using these strategies well. Where can I find a legit broker? That will manage my account and also teach me how to invest 🙏,Neutral,bBC-nXj3Ng4
"Pretty simple actually. It works like any other Ponzi Scheme. It's value derives from the ability to find someone to pay more for it.

Why would one spend one of their bitcoin when it's going to be ""worth"" $1,000,000 'soon'?

Why would one accept payment in bitcoin? It's just dropped in ""value"" by $20,000 so had I sold you something in bitcoin I lost money on that sale.

Why do bitcoin shills always quote it's value in dollars, yen, deutschmarks and pounds fucking sterling....or in the very same fiats it's claiming to replace? 

One ""could"" make the claim it's a store of value but an everyday currency? Give me a f'ing break.",Neutral,bBC-nXj3Ng4
"Talking about stocks, forex and cryptocurrency trading is the most profitable venture i ever invested in, i reached my goal of $130k monthly trade earnings. Wondering if viewers here are familiar with miss Alice Rogers trading strategy...?",Positive,bBC-nXj3Ng4
"16 years and this is the first time I actually understood this shit. Jesus H fucking Christ.
Also while this is good to combat the FED Banking cartel, it's reliant on power and internet and although it's like you said improbable can be hacked and will be hacked.",Neutral,bBC-nXj3Ng4
Now im really curious about the cryptocurrencies that have forked irreparably into separate ledgers.  How did those happen given what you covered here?,Neutral,bBC-nXj3Ng4
"Crypto investment is great unlike the stock market and other financial market, crypto has no centralised location since it operates 24hrs in different part of the world",Neutral,bBC-nXj3Ng4
12:56 now I want to suscribe to 3Blue 1Crown,Neutral,bBC-nXj3Ng4
"funny how since the video was made, bitcoins market cap is now 20x as much as it was",Neutral,bBC-nXj3Ng4
"Great vid, but one question. How does itentity work, couldn’t bob act if he was Lukas and then say Lukas pays Bob?",Positive,bBC-nXj3Ng4
"11:40 Leading into the explanation of POW, the video says that this was what was addressed in the original bitcoin paper. But am I correct in thinking that POW (or an alternative, like POS) is not just a bitcoin thing, and that it is actually part of the whole _blockchain_ mechanism that underlies bitcoin? In other words, is it the case that we will find POW (or, again, some alternative doing a similar job) at use in the blockchains being used in NFTs, DAOs, etc, etc, etc?",Neutral,bBC-nXj3Ng4
This is genuinely one of the best videos I’ve ever seen.,Positive,bBC-nXj3Ng4
"I actually feel as if I understood it a bit better, instead of simply turning my nose up on bitcoin cause ""it's bound to fail"". I still would never engage, but I have a clearer view of it now.",Neutral,bBC-nXj3Ng4
"So there are potentially millions of computers at one time cracking the same hashes, but only the one that gets the right answer first gets the prize? And everyone else's work is utterly wasted? No wonder Bitcoin is causing an energy crisis. I can't help but think though that creating a massive network of millions of computers all highly tuned to get the most hashes per second possible could be some sort of black op by the three-letter agencies to brute force people's encrypted files",Neutral,bBC-nXj3Ng4
"4:37 My girlfriend signs my signature better than me :')
if i sign 2 times in a row they just dont look the same at all xd",Neutral,bBC-nXj3Ng4
Wait what would happen if transactions happens faster than 2400 per 10 minutes? Would the transactions tipping the miners less just not be recorded and the transaction fee rises?,Neutral,bBC-nXj3Ng4
check 3:41,Neutral,bBC-nXj3Ng4
the success behind my profit earning in bitcoin Investment is not solely on my skills but by the help of Investing with an expert.,Neutral,bBC-nXj3Ng4
"Mrs. Marla Roseline ☝️☝️☝️☝️ is the right person to start trading cryptocurrency with.. she knows her way around the crypto world.. she has been helping me increase my investment every day for over months... She is a genius, have made close to 1btc through her",Positive,bBC-nXj3Ng4
"Utterly fascinating and very well explained. Thank you. 

Unfortunately, it has confirmed that I won't be using bitcoin or cryptocurrencies unless dragged kicking and screaming! 

;^)",Neutral,bBC-nXj3Ng4
"Thank you for being there THESPACEHACKERS🎡COM when I wanted you to..... I was lost in this new world that I was hassled to start with ....you not only guided me along the way but you also showed me the proper way....whatever little I have been able to achieve in life is because of you today ..... I want to thank you for being there and showing me the proper way of doing thing for me you are my best guide as you truly showed me the way to life....once again , I would like to tell you a heartfelt thanks for being there.",Neutral,bBC-nXj3Ng4
"Thank you for being there THESPACEHACKERS🎡COM when I wanted you to..... I was lost in this new world that I was hassled to start with ....you not only guided me along the way but you also showed me the proper way....whatever little I have been able to achieve in life is because of you today ..... I want to thank you for being there and showing me the proper way of doing thing for me you are my best guide as you truly showed me the way to life....once again , I would like to tell you a heartfelt thanks for being there.",Neutral,bBC-nXj3Ng4
